极	14830
珍	2706
贵	5327
但	47665
靠	5243
盼	953
乞	223
求	27781
半	11163
岛	7879
核	12824
云	7764
散	3857
况	19709
下	79292
绝	7273
袖	727
旁	2950
观	18514
护	17114
家	111379
权	18562
政	68925
府	24172
友	29541
谊	704
外	51440
理	64283
念	7281
待	11608
扩	4405
世	17521
界	15182
安	62068
类	16709
而	54667
莫	2508
科	26541
屈	949
海	48892
齐	4869
俄	5021
社	37282
罗	10124
总	32142
裁	2337
德	14370
米	16991
特	30388
·	6847
廖	1068
夫	15714
定	63156
玛	1688
格	25700
丽	8333
西	37526
尼	5868
杨	10572
编	6882
兼	2167
频	7285
蒙	2665
扬	3424
拉	14288
诺	3661
毕	4573
库	4022
班	12051
学	71441
闻	12891
曾	15220
台	34193
负	15039
责	23262
岁	19494
京	32368
令	10255
之	52798
声	12420
际	16047
(	26836
)	26860
凌	3249
晨	5431
伏	1528
勒	2586
区	69638
召	5724
恐	3078
议	34508
即	15233
刻	5723
该	32673
医	28731
院	43016
探	5910
怖	1035
袭	2633
击	10952
受	37351
员	67781
认	30640
义	12930
没	45754
何	17273
途	4672
轨	2303
车	82223
爆	9248
炸	4442
停	12037
献	5139
玫	510
瑰	475
花	16019
悲	1320
剧	13883
摆	3339
许	14705
燃	3482
蜡	345
烛	160
还	64803
城	40215
居	16825
送	14929
些	37698
儿	28617
童	6182
玩	5627
具	15951
询	5626
谈	8543
执	13867
名	59209
女	57727
慰	2505
证	27172
：	79434
神	19804
么	27080
容	15905
摧	259
毁	2351
随	17892
她	34897
早	13946
康	10572
祝	2616
快	21389
乐	15964
！	13388
火	21917
两	45961
次	57379
件	33413
死	13159
亡	6327
余	11954
苏	8012
瓦	2106
乌	3590
吴	7850
斌	1346
郭	4894
如	42732
旬	1521
突	12460
断	12610
级	26485
局	34276
荡	937
十	30286
万	44866
计	33096
难	20188
流	23061
离	14844
失	13517
存	13393
四	21958
处	37466
奔	2184
波	5927
元	55291
旦	4196
似	7282
津	3041
子	83183
驻	5785
却	13102
又	18464
别	23838
第	40479
准	20220
充	9388
号	18604
察	13940
哨	258
分	72592
戒	1770
急	8651
…	12117
弹	7103
演	22147
练	5484
打	32591
响	13200
此	48325
封	4334
锁	2592
严	19419
阻	2391
止	9960
紧	11075
形	17099
引	19412
威	7656
胁	1633
逐	5706
研	20843
官	18061
兵	7532
迅	3274
间	49427
占	8403
射	4794
置	11583
疏	1480
节	33214
忘	2068
委	44821
刚	11386
种	34045
面	62716
临	8786
及	37954
环	21576
境	14710
顿	3331
饭	6918
像	11105
那	21007
放	29857
松	5482
娱	3677
拿	8890
起	50526
始	18037
检	18362
修	9821
辆	11791
御	1147
缮	323
术	17157
忙	4123
乱	4004
从	48185
每	25826
虽	9005
然	39649
很	39191
碌	439
李	25996
庆	7214
峰	7178
佳	5170
状	9058
态	14990
乡	11765
亲	17748
温	12190
暖	4112
便	15500
带	22669
几	20942
刘	16775
广	23469
梁	3499
胞	1904
蔬	2327
菜	8661
食	23698
物	37479
激	7215
张	38083
你	25743
仍	9494
真	19531
太	16588
寻	3605
找	10858
聂	329
眼	10766
睛	1427
湿	1672
润	3216
觉	12337
联	25346
仅	14329
常	35938
话	24837
排	19595
讲	8630
涌	823
遭	7443
踏	1320
伦	2927
拜	3495
阿	8964
务	54465
撤	1670
诉	14510
愿	8599
顺	6506
享	5246
简	7492
旱	519
季	8204
午	17669
热	17886
蛮	367
横	1760
吃	17848
匆	835
东	30403
空	19759
旷	147
整	21867
构	14360
筑	4300
铁	16010
丝	4972
搭	3896
帐	275
篷	247
厕	1220
迎	5698
逃	3646
避	4611
辟	747
介	15044
绍	12284
周	23868
边	15815
州	23755
聚	5503
根	16099
需	19268
顶	3947
酷	1217
暑	379
超	19032
尽	9509
完	24908
马	25458
欣	1803
阳	12346
已	47647
硝	379
烟	8193
依	13323
迷	3958
漫	2258
稀	1185
辛	2170
勤	2853
付	8945
口	31613
祈	383
福	16731
才	18562
幸	5409
夕	2986
席	11463
习	15152
播	9246
央	17876
份	17099
寥	150
百	13168
字	10495
读	6486
舞	5639
毅	1468
包	20695
矢	167
志	14883
移	7414
帆	622
航	11047
兴	8667
路	46460
公	105312
亿	15703
星	16551
守	5426
助	16209
舟	644
村	25730
践	3798
梦	5308
支	22181
值	13056
甲	3394
饱	1519
辱	726
深	20998
知	24902
宝	11924
畏	443
艰	1413
史	11401
鉴	2701
伟	5320
够	7866
迈	1784
伐	968
凡	1678
胜	4942
困	8071
挑	3712
身	38841
变	20853
注	17310
载	5994
册	2608
角	7892
吹	1071
蓝	2955
图	19164
绘	862
春	29574
故	12068
谱	1143
写	7903
布	24701
九	4505
落	16148
,	18367
论	15897
径	2125
诸	1869
验	13195
评	12217
估	2856
获	17209
众	27485
参	19964
姓	6117
庄	4237
承	11206
犹	1047
届	11386
治	29276
见	21656
奋	2774
阐	450
述	6001
烈	4387
鸣	1191
越	16047
转	19587
型	20126
阵	3307
痛	4377
廉	3778
光	18236
辉	2634
企	22235
担	10984
倍	6946
历	14981
答	4887
卷	2226
满	12898
功	13715
属	12296
懈	471
惧	479
险	12523
戮	65
二	31897
香	10205
港	10393
澳	3418
湾	7549
侨	857
朋	7031
健	14337
孩	19826
庭	10172
辞	1939
旧	5413
识	11135
干	21275
岗	3254
少	30313
远	10664
挚	282
著	3914
凝	1396
血	9886
汗	1521
衷	917
署	4869
描	1416
宏	2450
推	27444
富	10683
耕	1124
耘	94
煌	445
宇	3448
宙	380
浩	2029
瀚	101
汉	10389
灿	544
烂	1021
帮	8881
赖	1373
园	12784
遇	8857
谦	637
虚	3131
谨	902
慎	1514
苦	4877
篇	2179
永	5403
吉	4543
吸	8078
罚	5925
判	8770
书	23719
监	22818
督	7548
申	5959
镇	14034
条	22324
例	12204
规	34435
订	6704
办	34047
批	15181
律	12886
禁	7711
违	11713
款	16773
线	23778
烧	4326
荒	943
养	20113
牲	694
植	2717
影	25332
瞭	37
树	3991
木	6096
侧	3142
储	2267
销	13696
售	15531
品	41368
危	6084
仓	1059
符	3748
距	4190
输	6367
按	12241
照	22623
购	17187
查	38431
旅	19285
客	29150
凭	2196
乘	7874
息	21863
拒	3233
抛	943
扔	680
堵	2319
塞	2063
机	66195
础	6107
审	16878
驾	5698
驶	5348
〈	199
〉	199
配	13155
套	8445
范	14540
餐	9248
饮	6461
疗	9188
户	19145
预	16904
暴	3628
雨	4192
扰	1984
痼	46
疾	3949
药	10000
涝	149
模	10927
项	30415
划	17305
案	34465
窨	152
井	2293
题	42611
巡	4263
盖	5187
鼓	4416
励	4675
绿	5463
扫	1938
洗	4151
优	12451
先	28050
筹	3243
禽	1962
殖	1689
染	8833
源	16686
缓	3849
教	26113
育	21142
究	16997
小	75599
疫	2747
泄	1585
病	18239
尸	1712
弃	3210
埋	1131
焚	724
意	41760
司	34302
涉	10356
秘	6511
私	6425
犯	10582
罪	12088
宜	4368
留	11918
称	33297
匿	417
婚	15444
姻	1428
纠	2621
纷	6730
刑	7582
徒	2609
免	11557
予	6528
且	11654
累	3581
惯	2983
址	2042
码	5456
银	11520
账	4328
删	434
益	12086
债	2823
围	12130
非	19643
融	8451
汇	4191
择	7316
拥	5648
八	11564
给	28644
括	7771
游	22195
零	4775
龄	4812
秦	2454
岭	1717
欢	8754
甩	425
山	24244
缆	255
坠	844
减	10936
质	21477
救	11812
援	4097
培	5983
至	33230
县	24079
技	16134
患	7558
换	6139
限	12345
晋	2035
靖	2089
恃	58
耍	702
衅	365
硬	3768
帝	2363
亚	15440
洲	6403
霸	1524
狂	2374
妄	198
孤	1191
掷	277
顽	573
供	16117
奉	1323
乃	1240
舆	1665
遍	3282
破	11091
坏	3787
举	17161
恰	1267
粹	396
屠	669
杀	6414
韦	1680
噪	322
脱	4159
借	5605
试	16586
皇	2622
圈	4308
否	9737
抱	3128
豪	5301
侵	3839
尚	4870
叫	5666
嚣	251
抗	5270
贡	2616
裂	1737
稳	8080
什	12564
？	27269
士	21320
抨	97
楚	2813
拖	2096
走	20489
恶	3730
灰	1745
陈	17337
洛	2591
桑	1047
江	19268
伊	4236
钟	8640
敲	1101
崇	1126
敬	2481
退	8310
休	6178
省	46971
骨	4018
促	7477
沉	2397
扎	3057
群	20222
惠	4512
良	7932
怀	6286
俞	459
呈	2389
睦	145
谐	1463
五	15923
键	4089
旗	2795
帜	340
邓	3627
慧	2337
勇	3504
跨	3223
久	5895
穿	6447
赴	2334
红	16482
压	8998
雪	8950
草	5060
净	2724
土	13649
裕	963
昌	3741
盛	4020
姚	1334
摄	9632
副	15338
帕	943
巴	8537
朗	2773
杰	3996
英	14243
刁	128
珠	1826
董	4295
虎	3651
田	5458
庚	303
托	5333
丁	2841
瑞	3030
较	16408
瞻	248
握	2965
扭	873
考	22562
虑	4424
序	5686
牧	1553
财	12014
税	6258
扶	3633
贫	2993
补	10947
赢	1791
沟	2994
衔	1228
竣	490
瓶	2150
颈	854
综	6343
绕	3373
壮	1926
宽	2869
胆	1765
槛	496
登	9877
龙	14124
六	7831
屏	2084
宁	7443
慢	3851
牺	445
价	32774
控	14094
矿	2757
七	5304
脚	4265
迫	2366
千	8235
渠	2303
灾	4348
倒	6072
绷	125
弦	231
厌	575
麻	3299
痹	86
绪	1990
契	2093
敢	3481
爱	20330
倡	1287
弘	776
雷	4445
厉	1931
锲	39
舍	2205
轮	5914
段	14931
率	12170
浪	4271
俭	1177
腐	6588
败	5618
殊	2619
苍	823
蝇	381
贪	2145
拓	1744
招	7751
撬	287
挥	6688
杠	347
杆	1115
足	13226
赋	908
层	11041
驱	1780
冬	6546
传	23676
敏	4761
振	2071
石	12073
磊	1205
肖	1668
涛	2499
萨	2647
１	3807
２	2448
３	1650
悉	9028
０	3072
８	735
．	834
５	957
％	1293
阶	4554
９	799
首	23661
４	925
７	744
６	805
壁	1424
额	9961
左	9347
右	9298
算	12442
末	3636
贷	3596
肯	3966
白	16022
披	1667
露	10682
币	6650
低	16012
晚	24833
潜	4145
头	26025
贸	4244
猛	1445
祥	2456
喜	9738
洋	5263
洪	2905
娜	3390
赛	10856
圳	2688
选	20969
兹	640
沃	1617
娃	2118
毛	6342
倩	405
启	6194
晴	827
冷	5235
降	11348
伴	4143
雾	3244
川	5916
古	10751
黑	9016
林	18819
～	849
偏	2737
℃	2096
盆	747
浓	2675
婧	214
衡	2595
绳	911
骤	523
肇	1020
奸	1685
拘	2431
抢	7797
劫	1533
盗	2925
窃	1870
诈	2605
骗	5964
夺	2804
索	7768
殴	742
滋	1664
掩	848
饰	3308
瞒	410
贩	1607
卖	9667
毒	8438
附	6764
役	1792
释	4514
操	3674
辖	1811
掌	2932
讼	1228
析	5380
终	15212
假	11084
直	25735
呼	5641
崩	423
溃	579
听	9802
诟	179
奏	1273
偿	4127
访	13964
泡	1763
汤	3352
爸	8696
妈	8660
河	12915
师	18395
黄	15608
赏	1565
父	11080
母	12482
折	3639
腾	2634
趟	1003
返	4080
拼	2202
宅	3581
逢	889
若	3898
请	11884
邻	2224
徽	4806
肥	7049
燕	2288
扣	2481
迟	1781
恢	2173
征	6835
端	5294
秋	2303
桥	6033
歌	10728
鲤	113
鱼	6029
短	7525
片	18844
夜	7011
趣	2443
戏	7103
铅	278
块	5638
捞	776
测	10234
枞	42
礼	9342
姆	1766
宫	4599
塔	3331
楼	12996
纸	3561
烬	43
酒	11898
喝	5631
肚	1054
袋	2348
唱	5783
讨	5186
彩	4908
店	13778
衣	6023
贴	5558
鞋	1631
青	11613
甜	1829
蜜	2027
椅	967
跳	3133
桌	2133
钻	1100
俗	2343
氏	2667
室	11745
寒	4682
膀	507
冰	7795
佩	1360
授	4556
庞	906
纵	1910
架	4924
塘	968
络	9036
玉	5834
洞	2202
延	5137
沿	2997
含	8024
座	8118
概	2654
耗	1757
钢	2728
材	6534
吨	3120
盾	2167
初	11067
/	6734
隔	2906
泛	2281
岩	2514
圆	3512
砾	60
溶	404
蚀	272
隙	420
挖	1871
桩	532
墙	3131
辅	1874
隧	481
掘	1314
璐	394
冯	3542
梅	3535
亮	9121
截	5632
恒	2193
冠	2924
柳	1464
丰	6642
料	13855
链	1784
伸	1682
竞	4158
洽	427
筛	285
抬	845
巢	729
凤	1630
敦	1177
拟	2052
巨	5211
骑	2331
曼	2910
佛	2248
浦	1371
镑	376
咨	1880
嗜	125
汽	5825
挤	1702
斜	736
坡	2321
缩	2957
砍	712
刀	3425
凶	971
拍	11661
锦	1582
腿	2454
柜	1049
男	28113
秒	1734
昨	17113
博	17227
锅	2034
赶	7019
踢	614
欺	712
弱	2614
嫌	8149
曝	6805
@	1436
湖	11963
句	3529
弯	876
腰	1559
捡	1269
扁	274
挂	3868
魏	1875
吧	4870
怎	6733
兄	1758
弟	3884
歉	1435
薛	810
某	31193
骂	1727
错	6325
误	5074
戴	3216
巧	1894
厅	8455
厦	5311
莆	145
驳	638
垂	601
租	7953
:	5199
崎	206
梧	148
厝	125
垵	46
漳	1706
液	3658
霄	133
缝	886
窗	4192
闽	1144
茶	3541
鞠	282
鹏	2399
堂	5214
岐	303
俱	1651
锐	978
双	11305
岸	3644
祉	196
弓	190
箭	860
幻	887
滴	769
印	7766
殷	606
鄂	429
湘	1333
艺	9942
叙	1162
婴	2867
屋	4957
板	7400
画	6126
蝴	116
蝶	329
暂	3239
扇	580
床	4309
垫	877
箱	2883
钮	277
残	3167
慈	1889
潭	746
诊	3735
症	4429
;	2016
缴	2623
欠	2555
缺	5289
乙	841
肝	1657
苗	2158
泰	3866
逊	659
乎	6076
馨	1145
陪	2729
详	2479
忌	818
货	7858
掏	643
倾	1832
差	7545
!	2197
庸	504
沧	787
乔	1691
暗	2543
?	2157
映	5018
敷	346
衍	390
混	2209
墨	1382
诿	83
扯	534
皮	5937
奇	7234
浮	2116
躁	344
甚	7671
傲	565
恋	3973
耳	2593
朵	662
厚	2839
懒	404
典	4600
堆	1952
笑	6740
丘	475
烤	846
剩	2734
醒	5687
叶	3894
汪	2414
怡	904
懂	1468
缅	218
熟	4084
陌	864
浙	3394
仪	3486
抽	3047
‘	6138
’	6190
徐	4517
遵	1381
廊	808
瘾	495
君	1658
憋	161
跟	8203
吞	711
吐	2392
勿	433
蒂	1131
梯	2577
拐	1172
垃	2176
圾	2175
桶	879
掐	193
灭	1710
〇	63
兰	6896
妻	8252
彭	1732
媛	493
仲	780
勋	555
柏	1295
镜	3171
背	6314
牵	1717
逛	620
归	4357
耀	917
惬	99
貌	1995
谜	502
晓	5719
萱	119
版	7878
妆	1188
妮	678
皆	830
寓	2065
庐	378
傍	510
罩	779
帽	891
铺	3000
粥	1173
徘	165
徊	165
欲	2754
愕	113
亦	1664
闪	1046
遮	530
抵	2855
泊	645
哪	7008
幕	5382
奶	4659
岳	1518
串	995
酬	1212
畅	2326
碰	1763
撞	3470
犀	185
辣	1324
诙	64
讽	294
刺	3102
语	8497
音	8379
楠	773
隋	412
珊	564
眶	173
韩	10445
坦	3859
泪	1677
赞	3341
夸	788
帅	2301
赵	7024
雅	3022
芝	1286
丈	2852
燊	32
恺	1814
捧	994
饥	323
瑟	489
抖	337
逻	1096
桂	1779
伙	4304
雄	3246
灵	2960
蹲	479
笔	5208
朱	4596
拨	2347
榕	315
撼	449
静	3921
魂	787
碟	467
谍	560
搅	258
沸	439
疑	11181
逼	1762
池	2303
丸	554
埃	1389
悬	1275
瞩	359
棋	1372
野	4255
逞	132
揣	233
屡	1183
惊	5562
盟	2937
渲	74
拢	247
捏	296
祭	621
鬼	966
忍	1936
朴	1551
槿	216
逆	1286
闭	3138
夏	3496
曲	5430
拳	916
卡	12085
芳	1949
摸	1729
裨	82
脑	6290
校	17351
榜	2644
炉	1192
誉	2454
膺	63
尖	1485
独	8532
捐	2907
赠	1843
穷	1041
佘	76
峥	177
舅	414
迪	3264
籍	3505
颜	2280
鸟	984
蔡	2921
胡	5422
剂	2042
闹	2342
僵	397
贞	608
缘	1993
奥	6798
挺	1867
浊	182
溪	1757
募	675
削	592
涯	633
课	4109
焰	332
竿	134
绽	141
驰	1023
簇	72
脉	1128
船	5555
舶	534
峡	1381
飘	642
聊	2056
抹	558
霞	1208
缕	169
禾	278
枕	331
陆	7855
拔	2505
屿	780
渐	3591
鼎	549
岚	180
砖	760
栏	1602
油	10371
漆	439
亭	740
廓	195
滨	2448
鳌	183
秩	1469
挪	970
拆	3303
擅	783
玲	2216
冀	445
默	2520
欧	3690
吁	1360
跃	1756
飞	10706
蹭	189
滥	685
牙	3637
般	5364
挽	681
臣	945
霍	1044
羡	585
慕	795
勉	426
冤	487
枉	201
挣	1064
掉	4322
屁	310
烦	1728
昂	713
孕	3648
妇	6458
乏	2008
钓	1391
趋	2072
沙	6966
沈	3412
您	2681
遏	661
舰	4993
淡	2019
牛	5384
艇	1717
艘	1582
签	5622
仿	1407
澜	359
阔	791
仗	752
焦	2540
搏	549
迹	2918
飨	27
★	387
辑	1491
辽	2162
剑	1695
潍	131
坊	1182
劲	1999
震	3341
慑	460
页	1433
疆	4935
捷	1854
厂	5145
郑	4654
搬	2094
弄	1145
漏	1894
姐	5626
宵	508
溜	358
泉	2583
葩	492
竟	5402
偷	3387
淮	1551
涂	957
叉	760
丢	1635
倪	1273
鲍	694
鲸	369
姑	1437
娘	2535
档	4708
滕	143
趁	957
膏	443
翼	1153
爷	2990
艳	2110
萌	2246
斑	883
妃	970
啦	929
旋	1061
婷	1233
锡	1299
炒	2042
赁	873
奢	1283
侈	545
愈	1058
赫	2350
桔	85
紫	2058
黎	1431
券	1652
鲁	3457
郎	1656
泽	4080
辈	1525
筷	138
孙	6338
亥	190
誓	607
旨	886
阁	835
僚	252
宠	993
仰	673
邦	1541
苛	182
奖	11473
蜚	12
谩	143
蓄	1017
躺	1064
冒	2836
圣	1720
贤	3228
酸	3786
吗	4971
仇	545
恨	826
啊	2823
狗	2388
肮	43
脏	2401
哀	564
屑	154
侃	1006
撒	1059
贝	2222
掀	893
偶	2419
辩	1447
轿	1509
芒	403
裸	1946
轴	592
哥	4782
惜	1231
袍	262
衬	237
衫	393
玻	1305
璃	1289
吊	1125
傅	2185
毫	2986
怕	4136
允	2050
崭	235
疯	1593
奕	313
咳	543
喉	451
咙	117
嘱	621
咐	213
牌	9835
幼	3232
-	13328
乳	2395
棉	1088
诞	1108
霉	216
氰	95
胺	293
癌	3756
宋	4323
闸	416
杜	2490
陷	2478
稅	2
悦	1105
盘	5786
旭	846
糗	38
矛	1824
笨	142
猫	1668
聪	747
鼠	777
糊	837
闵	185
弊	1003
迁	3168
跌	2393
谷	3037
嗓	240
秀	6254
瞬	985
俩	1657
嘲	361
尿	1524
裤	1371
洒	596
逗	503
幂	3036
爽	874
诗	3271
妹	3044
阎	248
递	2946
寄	1669
稽	235
陕	5309
惦	71
惨	1279
殒	45
吵	1105
哭	1915
睹	460
砰	120
闷	594
凉	1430
触	2820
跪	538
恍	137
惚	73
喃	46
锟	12
番	2016
攒	422
婆	3359
孝	1123
眉	739
灯	3159
蓉	539
邮	3692
逝	706
篡	121
[	2255
]	2264
厢	979
炫	484
坛	2642
睿	496
铎	33
唤	852
赤	925
兆	695
璀	108
璨	90
怒	1313
宕	112
绚	101
溢	640
绥	93
忠	2531
竹	2424
檀	143
钊	105
婿	249
逾	692
佬	160
茵	112
泌	778
杭	1959
熬	564
讶	491
熄	205
尴	699
尬	700
吱	60
垮	223
邀	3037
盯	516
乖	317
鹿	812
邑	100
侦	2195
腱	41
鼻	1289
埔	306
忽	1451
喊	1621
摊	1656
祸	987
邹	1148
剖	405
姝	108
煤	2962
炭	928
孟	1036
硕	1302
鹤	378
勃	760
碑	950
馆	9455
昔	402
铭	1106
菲	3599
殉	87
洙	28
崛	528
悍	550
■	1272
膝	544
忆	2824
悠	1040
闲	1926
哈	3732
谴	500
姿	1223
淘	2133
耽	394
仔	1733
锋	1855
拦	1226
瘦	1460
脖	524
叠	846
摁	115
拮	69
吓	1468
抚	1924
寡	406
潘	2155
伯	2501
伪	1522
谎	632
牟	288
乾	458
炳	210
戚	952
蒋	2570
菊	311
悔	1029
悼	398
毗	102
弗	945
戈	607
茨	699
睡	4382
盲	730
疲	906
盏	74
槽	1223
忧	1604
窝	952
刷	2398
摘	937
胀	732
舒	3114
稍	1090
膜	1073
俊	2705
痉	76
挛	77
涩	284
柔	993
荷	1364
樊	302
吾	676
挡	1278
循	1549
绸	689
堡	977
砥	51
砺	124
催	1113
凸	592
覆	2448
钩	562
兑	877
蒸	819
添	1754
魅	858
撑	1581
捍	135
阖	72
涵	1369
填	1349
搜	2049
诠	189
脸	4321
塑	1784
翔	1291
翟	240
喀	492
犁	130
鸿	1009
昆	1203
仑	212
彰	930
孜	260
歹	252
恤	195
踪	1988
墩	629
森	3165
亩	1889
纤	953
隆	2386
燥	791
斤	2956
械	1175
嘉	3078
颖	2651
赌	2059
惩	1919
萍	839
蓬	334
嫦	474
娥	580
兔	523
雀	225
痕	1007
啃	135
滩	961
焕	344
揽	657
浇	235
钦	454
魄	281
楫	5
浴	1201
蹴	104
逸	4443
疴	85
躲	941
藩	99
篱	97
奠	393
拾	772
柴	829
闯	1310
韧	221
笃	91
眺	69
曙	326
－	709
甘	2262
枪	3195
劝	1931
愁	611
挨	644
擦	1222
尺	1156
寸	986
湛	210
押	1557
冻	1581
詹	759
廷	1112
艾	1652
麦	2394
迄	394
耐	1130
碳	1033
酯	104
媚	216
峻	567
枯	319
砂	303
劈	117
斧	247
崖	422
遥	1178
摇	1783
臂	760
爬	1099
羊	2086
肠	2144
厘	1869
胳	165
膊	173
宿	2656
棚	1238
褥	103
枝	593
稻	739
絮	163
毯	501
鸡	3926
咕	55
吕	1580
碗	987
拌	321
馒	263
萝	1453
卜	1460
彝	170
憨	158
嘛	522
姜	1809
桃	1929
仙	1145
味	7426
泳	891
薄	1451
霭	16
晰	906
寿	2128
宾	3787
祷	73
壶	206
旺	1267
沽	28
浚	124
滑	3288
雕	1398
垦	188
郁	960
瓜	1489
禄	263
郊	1202
唐	4845
毙	305
捕	3333
禅	187
寺	1549
榴	163
框	760
纲	1493
鞍	541
亟	290
矮	212
攀	937
芯	291
脆	665
麟	271
倘	100
滞	811
毋	160
讳	375
函	549
沪	928
拎	252
罢	506
晒	2061
杯	2216
霾	2469
锻	984
炼	1424
趵	2
糖	2941
芦	553
葫	188
哼	46
侣	1066
蹬	50
铃	487
吆	91
篮	1605
畴	197
弈	176
溯	369
漩	98
涡	298
丧	990
弥	738
疽	8
柱	989
颁	1439
肺	1394
炎	1417
割	756
谅	408
辜	317
淋	590
瘤	714
娶	615
辗	310
髓	282
胱	136
睁	261
赚	1698
薪	2280
捉	623
襟	146
肘	177
喧	138
哗	199
氧	1898
粘	328
泥	1699
祁	124
软	4476
怪	2394
癖	150
叛	463
凯	2244
慌	597
裹	664
翁	762
辨	786
呢	4903
翻	3660
砸	1191
郡	415
轼	64
甫	791
帖	2050
霖	308
惑	1091
刊	2449
茂	600
赝	42
佐	455
翰	551
札	19
敕	17
摹	83
跋	112
聘	2047
锯	183
淳	297
叼	37
慨	752
颇	1559
鹄	5
摩	2933
煜	142
菌	1581
〔	118
〕	118
渡	1070
巯	3
咪	282
唑	30
Ⅷ	5
蛇	638
劣	1339
汰	1054
梳	652
醉	1248
袁	1585
仁	2056
腹	1942
冽	97
玮	1133
泱	47
嘴	1819
奈	1543
铜	1050
撮	102
辐	853
替	1922
窥	170
怨	1007
淀	784
磋	171
啥	1075
琦	901
绑	986
诱	1338
憩	55
弛	127
茅	737
埠	719
坞	438
菁	113
摔	1324
